ID	DOCULECT	CONCEPT	FORM	TOKENS	COGID	SOURCE	NOTE
1243	Nubri	You (informal)	kʰjo	kʰ.j o		Dhakal2024	[x]
1491	Sherpa	You (informal)	kʰjoroŋ	kʰ.j o + r o.ŋ		Dhakal2024	[x]
1742	Tsum	You (informal)	kʰjøʔ	kʰ.j ø.ʔ		Dhakal2024	[x]
1998	Yolmo	You (informal)	kʰje	kʰ.j e		Dhakal2024	[x]
1999	Yolmo	You (informal)	kʰjø	kʰ.j ø		Dhakal2024	[x] variant of 2006
2708	OldTibetan	You (informal)	kʰ.ʲ.o.d	kʰ.j o.d		Sagart2019	
2709	Lhasa	You (informal)	ch.e.⁵⁵._.r.a.ŋ.⁵⁵	ch/ts e ⁵⁵ + r a.ŋ ⁵⁵		Sagart2019	
2710	Batang	You (informal)	h.ø.ʔ.⁵³	h ø.ʔ ⁵³		Sagart2019	
2711	Xiahe	You (informal)	tɕh.o	tɕʰ o		Sagart2019	
2712	Alike	You (informal)	cçh.o	cçʰ o		Sagart2019	!
2713	OldChinese	You (informal)	n.a.ʔ	n a.ʔ		Sagart2019	
2714	OldChinese	You (informal)	nˤ.ə.r.ʔ	nˤ ə.r ʔ		Sagart2019	爾 nyeX < *n[ə][r]ʔ
231	Gyalsumdo	You (plural)	kʰija	kʰ i + j a		Dhakal2024	
493	Jirel	You (plural)	kʰjokjon	kʰ.j o + k.j o n		Dhakal2024	
741	Kagate	You (plural)	kʰjokja	kʰ.j o + k.j a		Dhakal2024	
1002	Lowa	You (plural)	kʰekja	kʰ e + k.j a		Dhakal2024	
1249	Nubri	You (plural)	kʰed̪o	kʰ e + d̪ o		Dhakal2024	
1497	Sherpa	You (plural)	kʰiraŋd̪iba	kʰ i + r a.ŋ + d̪ i + b a		Dhakal2024	
1748	Tsum	You (plural)	kʰeɹaŋkja	kʰ e + ɹ a.ŋ + k.j a		Dhakal2024	
2005	Yolmo	You (plural)	kʰjapəti	kʰ.j a + p ə + t̪ i		Dhakal2024	
2861	OldTibetan	You (plural)	kʰ.j.o.d	kʰ.j o.d		Sagart2019	
2862	Alike	You (plural)	c.çh.ə._.tɕh.o	c.çʰ ə + tɕʰ o		Sagart2019	
2863	Batang	You (plural)	h.ø.y.⁵³	h øy ⁵³		Sagart2019	
2864	Lhasa	You (plural)	ch.e.⁵⁵.◦.r.a.ŋ.⁵⁵.◦.tsh.o	ch/ts e ⁵⁵ + r a ŋ ⁵⁵ + tsʰ o		Sagart2019	
2865	Xiahe	You (plural)	tɕh.ə._.tɕh.o	tɕʰ ə + tɕʰ o		Sagart2019	
