ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS_IN_SOURCE	TOKENS	COGID
1702	Tsum	This	nd̪i	nd̪i	ⁿd/d̪ i	ⁿd/d̪ i	1428
1703	Tsum	That	o	o	o	o	786
1704	Tsum	These	nd̪id̪em	nd̪id̪em	ⁿd/d̪ i + d̪ e m	ⁿd/d̪ i + d̪ e.m	
1705	Tsum	Those	od̪em	od̪em	o + d̪ e m	o + d̪ e.m	
1706	Tsum	Same	od̪e	od̪e	o + d̪ !e/i	o + d̪ !e/i	
1707	Tsum	Different	minta	minta	m i n + t̪ a	m i.n + t̪ a	
1708	Tsum	Whole	tɕjop	tɕjop	tɕj/tɕ o p	tɕj/tɕ o.p	
1709	Tsum	Broken	tɕʰjako	tɕʰjako	tɕʰj/tɕʰ a k + !Ø/k o	tɕʰj/tɕʰ a.k + !Ø/k o	
1710	Tsum	Few	ɲyma	ɲyma	ɲ y + m a	ɲ y + m a	
1711	Tsum	Many	kaʑin	kaʑin	k a + ʑ i n	k a + ʑ i.n	479
1712	Tsum	All	tɕjop	tɕjop	tɕj/tɕ o p	tɕj/tɕ o.p	10
1713	Tsum	To eat	so	so	s o	s o	1240
1714	Tsum	To eat	seso	seso	s e + s o	s e + s o	1311
1715	Tsum	To bite	sat̪ob	sat̪ob	s a + t̪ o b	s a + t̪ o.b	850
1716	Tsum	To be hungry	t̪oso	t̪oso	t̪ o + s o	t̪ o + s o	
1717	Tsum	To drink	t̪ʰuŋ	t̪ʰuŋ	t̪ʰ u ŋ	t̪ʰ u.ŋ	1232
1718	Tsum	To be thirsty	kʰakomso	kʰakomso	kʰ a + k o m + s o	kʰ a + k o.m + s o	
1719	Tsum	To sleep	ɲol	ɲol	ɲ !o/a l	ɲ !o/a.l	1394
1720	Tsum	To sleep	ɲalso	ɲalso	ɲ a l + s o	ɲ a.l + s o	1394
1721	Tsum	To lie	ləloɡjab	ləloɡjab	l ə + l o g/k + j a b	l ə + l o.g/k + j a.b	
1722	Tsum	To sit	t̪øʔ	t̪øʔ	t̪ ø ʔ	t̪ ø.ʔ	
1723	Tsum	To sit	t̪øso	t̪øso	t̪ ø + s o	t̪ ø + s o	
1724	Tsum	To give	t̪øʔ	t̪øʔ	t̪ ø ʔ	t̪ ø.ʔ	1268
1725	Tsum	To give	t̪eʔso	t̪eʔso	t̪ e ʔ + s o	t̪ e.ʔ + s o	1268
1726	Tsum	To burn	tsʰiʔso	tsʰiʔso	tsʰ i ʔ + s o	tsʰ i.ʔ + s o	
1727	Tsum	To die	ɕiso	ɕiso	ɕ i + s o	ɕ i + s o	1230
1728	Tsum	To kill	seso	seso	s e + s o	s e + s o	1311
1729	Tsum	To fly	pʰiɹso	pʰiɹso	pʰ i ɹ + s o	pʰ i.ɹ + s o	1259
1730	Tsum	To walk	ndo	ndo	ⁿd/d̪ o	ⁿd/d̪ o	1453
1731	Tsum	To run	tɕʰoŋdo	tɕʰoŋdo	tɕʰ o ŋ + d̪ o	tɕʰ o.ŋ + d̪ o	967
1732	Tsum	To go	ndo	ndo	ⁿd/d̪ o	ⁿd/d̪ o	
1733	Tsum	To go	pyso	pyso	p y + s o	p y + s o	
1734	Tsum	To come	ɕjoʔ	ɕjoʔ	ɕ j o ʔ	ɕ.j o.ʔ	1224
1735	Tsum	To come	leuʑuŋ	leuʑuŋ	l eu + ʑ u ŋ	l eu + ʑ u.ŋ	21
1736	Tsum	To speak	lauso	lauso	l au + s o	l au + s o	
1737	Tsum	To hear/listen	ɲan	ɲan	ɲ a n	ɲ a.n	
1738	Tsum	To hear/listen	ɲanso	ɲanso	ɲ a n + s o	ɲ a.n + s o	
1739	Tsum	To look	t̪ø	t̪ø	t̪ ø	t̪ ø	
1740	Tsum	To look	t̪eso	t̪eso	t̪ e + s o	t̪ e + s o	
1741	Tsum	I	ŋa	ŋa	ŋ a	ŋ a	1310
1742	Tsum	You (informal)	kʰjøʔ	kʰjøʔ	kʰ j ø ʔ	kʰ.j ø.ʔ	1430
1743	Tsum	You (formal)	kʰeɹaŋ	kʰeɹaŋ	kʰ !Ø/j e + ɹ a ŋ	kʰ.!Ø/j e + ɹ a.ŋ	
1744	Tsum	He	kʰo	kʰo	kʰ o	kʰ o	
1745	Tsum	She	mo	mo	m o	m o	
1746	Tsum	We (inclusive)	ɲoɹoŋ	ɲoɹoŋ	ɲ o + ɹ o ŋ	ɲ o + ɹ o.ŋ	1066
1747	Tsum	We (inclusive)	ɲoɹoŋkja	ɲoɹoŋkja	ɲ o + ɹ o ŋ + k j a	ɲ o + ɹ o.ŋ + k.j a	1066
1748	Tsum	You (plural)	kʰeɹaŋkja	kʰeɹaŋkja	kʰ e + ɹ a ŋ + k j a	kʰ e + ɹ a.ŋ + k.j a	1159
1749	Tsum	They	kʰuŋkja	kʰuŋkja	kʰ u ŋ + k j a	kʰ u.ŋ + k.j a	
1750	Tsum	Flour (eaten as food)	pʰe	pʰe	pʰ e	pʰ e	
1751	Tsum	Flour (eaten as food)	tsampa	tsampa	ts a m + p a	ts a.m + p a	
1752	Tsum	Hailstone	seɹa	seɹa	s e + ɹ a	s e + ɹ a	1280
1753	Tsum	Hailstone	tɕʰjaɹwa	tɕʰjaɹwa	tɕʰ j a + !ɹw/ɹ a	tɕʰ.j a + !ɹw/ɹ a	348
1754	Tsum	Intestine	kjuã	kjuã	k j u + !Ø/m !ã/a	k.j u + !Ø/m !ã/a	
1755	Tsum	Yard	ild̪oʔ	ild̪oʔ	i l + d̪ o ʔ	i.l + d̪ o.ʔ	
1756	Tsum	To uproot	waʔ	waʔ	w a ʔ	w a.ʔ	
1757	Tsum	To uproot	waso	waso	w a + s o	w a + s o	
1758	Tsum	Oven	t̪ʰap	t̪ʰap	t̪ʰ a p	t̪ʰ a.p	
1759	Tsum	Heel	t̪iŋba	t̪iŋba	t̪ i ŋ + b a	t̪ i.ŋ + b a	
1760	Tsum	Spade	t̪otse	t̪otse	t̪ o + ts e	t̪ o + ts e	
1761	Tsum	Horse	t̪a	t̪a	t̪ a	t̪ a	1294
1762	Tsum	Load	kʰuɹu	kʰuɹu	kʰ u + ɹ u	kʰ u + ɹ u	
1763	Tsum	To plough	t̪ʰoŋtsuso	t̪ʰoŋtsuso	t̪ʰ o ŋ + ts u + s o	t̪ʰ o.ŋ + ts u + s o	
1764	Tsum	Bond	kamɡja	kamɡja	k a m + g j a	k a.m + g.j a	
1765	Tsum	Beam (main wooden beam)	t̪uŋ	t̪uŋ	t̪ u ŋ	t̪ u.ŋ	
1766	Tsum	Rope used to tie animals	mit̪aʔ	mit̪aʔ	m i + t̪ a ʔ	m i + t̪ a.ʔ	
1767	Tsum	Beard	kja	kja	k j a	k.j a	
1768	Tsum	To measure	t̪op	t̪op	t̪ o p	t̪ o.p	
1769	Tsum	To measure	t̪ʰit̪aŋso	t̪ʰit̪aŋso	t̪ʰ i + t̪ a ŋ + s o	t̪ʰ i + t̪ a.ŋ + s o	
1770	Tsum	Plank	ndɹap	ndɹap	ⁿd/d̪ ɹ a p	ⁿd/d̪.ɹ a.p	
1771	Tsum	Hole	mijuŋ	mijuŋ	m i + j u ŋ	m i + j u.ŋ	
1772	Tsum	Plough (noun)	t̪ʰoŋ	t̪ʰoŋ	t̪ʰ o ŋ	t̪ʰ o.ŋ	
1773	Tsum	Lid (cover)	kʰaʑøʔ	kʰaʑøʔ	kʰ a + ʑ ø ʔ	kʰ a + ʑ ø.ʔ	
1774	Tsum	Handle	joa	joa	j o + !Ø/w a	j o + !Ø/w a	
1775	Tsum	Bear	t̪om	t̪om	t̪ o m	t̪ o.m	
1776	Tsum	Ghost	hlande	hlande	h l a n + d̪ e	h.l a.n + d̪ e	
1777	Tsum	Manure	lyʔ	lyʔ	l y ʔ	l y.ʔ	
1778	Tsum	Bread	pakut	pakut	p a + k u t̪	p a + k u.t̪	
1779	Tsum	Corpse	ɹo	ɹo	ɹ o	ɹ o	
1780	Tsum	Corpse	pʰuŋbo	pʰuŋbo	pʰ u ŋ + b o	pʰ u.ŋ + b o	
1781	Tsum	Pig	pʰaʔ	pʰaʔ	pʰ a ʔ	pʰ a.ʔ	1356
1782	Tsum	Grains	lod̪oʔ	lod̪oʔ	l o + d̪ o ʔ	l o + d̪ o.ʔ	
1783	Tsum	Grains	t̪ond̪o	t̪ond̪o	t̪ o + !ⁿd̪/d̪ o !Ø/ʔ	t̪ o + !ⁿd̪/d̪ o.!Ø/ʔ	
1784	Tsum	Stick	perka	perka	p e ɹ + k a	p e.ɹ + k a	762
1785	Tsum	Sweat	ŋulʑju	ŋulʑju	ŋ u l + ʑ j u	ŋ u.l + ʑ.j u	
1786	Tsum	Sweat	ŋulnaʔ	ŋulnaʔ	ŋ u l + n a ʔ	ŋ u.l + n a.ʔ	
1787	Tsum	To chew	tɹoʔ	tɹoʔ	t̪ ɹ o ʔ	t̪.ɹ o.ʔ	873
1788	Tsum	To swallow	ɲiʔ	ɲiʔ	ɲ i !Ø/ʔ	ɲ i.!Ø/ʔ	
1789	Tsum	To swallow	ɲitsoŋ	ɲitsoŋ	ɲ i + ts o ŋ	ɲ i + ts o.ŋ	
1790	Tsum	To throw	kjut	kjut	k j u t̪	k.j u.t̪	1000
1791	Tsum	To throw	kjuɾtsoŋ	kjuɾtsoŋ	k j u ɹ + ts o ŋ	k.j u.ɹ + ts o.ŋ	1000
1792	Yolmo	Body	ndzuɡu	ndzuɡu	ⁿdz/dz u + g u	ⁿdz/dz u + g u	
1793	Yolmo	Head	ŋɡo	ŋɡo	ⁿg/g o	ⁿg/g o	1284
1794	Yolmo	Hair	tɹa	tɹa	t̪ ɹ a	t̪.ɹ a	1282
1795	Yolmo	Face	t̪oŋba	t̪oŋba	t̪ o ŋ + b a	t̪ o.ŋ + b a	
1796	Yolmo	Eye	mi	mi	m i	m i	1246
1797	Yolmo	Ear	nəmdʑjo	nəmdʑjo	n ə m + dʑj/dʑ o	n ə.m + dʑj/dʑ o	1238
1798	Yolmo	Nose	n̪aɾko	n̪aɾko	n aɾ/a + k o	n aɾ/a + k o	1352
1799	Yolmo	Mouth	kʰa	kʰa	kʰ a	kʰ a	1340
1800	Yolmo	Teeth	so	so	s o	s o	1240
1801	Yolmo	Tongue	tsele	tsele	!ts/tɕ e + l e	!ts/tɕ e + l e	1444
1802	Yolmo	Breast	praŋɡo	praŋɡo	p r a ŋ + g o	p.r a.ŋ + g o	119
1803	Yolmo	Breast	woma	woma	w o + m a	w o + m a	1211
1804	Yolmo	Belly	pʰo	pʰo	pʰ o	pʰ o	1192
1805	Yolmo	Arm/Hand	laɡpa	laɡpa	l a g/k + p a	l a.g/k + p a	
1806	Yolmo	Elbow	laɡpatsi	laɡpatsi	l a g/k + p a + ts i	l a.g/k + p a + ts i	
1807	Yolmo	Palm	laɡpan̪aŋ	laɡpan̪aŋ	l a g/k + p a + n a ŋ	l a.g/k + p a + n a.ŋ	
1808	Yolmo	Finger	ndzuɡu	ndzuɡu	ⁿdz/dz u + g u	ⁿdz/dz u + g u	
1809	Yolmo	Fingernail	simu	simu	s i + m u	s i + m u	
1810	Yolmo	Leg	kaŋba	kaŋba	k a ŋ + b a	k a.ŋ + b a	
1811	Yolmo	Skin	pawa	pawa	p a + w a	p a + w a	1389
1812	Yolmo	Bone	ɹeko	ɹeko	ɹ e + k o	ɹ e + k o	1208
1813	Yolmo	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	ɲ i.ŋ	1288
1814	Yolmo	Blood	tʰa	tʰa	t̪ʰ a	t̪ʰ a	1206
1815	Yolmo	Urine	tsiŋ	tsiŋ	ts i ŋ	ts i.ŋ	
1816	Yolmo	Faeces	kjakpa	kjakpa	k j a k + p a	k.j a.k + p a	
1817	Yolmo	Village	jul	jul	j u l	j u.l	
1818	Yolmo	House	kʰaŋba	kʰaŋba	kʰ a ŋ + b a	kʰ a.ŋ + b a	1301
1819	Yolmo	Door	ko	ko	k o	k o	
1820	Yolmo	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	ɕ i.ŋ	1254
1821	Yolmo	Broom	pʰjama	pʰjama	pʰ j a + m a	pʰ.j a + m a	
1822	Yolmo	Mortar	tsʰib	tsʰib	tsʰ i b/p	tsʰ i.b/p	
1823	Yolmo	Mortar	kuɡuɹ	kuɡuɹ	k u + g u ɹ	k u + g u.ɹ	
1824	Yolmo	Pestle	t̪imbu	t̪imbu	t̪ i m + b u	t̪ i.m + b u	
1825	Yolmo	Hammer	t̪ʰoa	t̪ʰoa	t̪ʰ o + !Ø/w a	t̪ʰ o + !Ø/w a	
1826	Yolmo	Knife	kaɹt̪a	kaɹt̪a	k a ɹ + t̪ a	k a.ɹ + t̪ a	422
1827	Yolmo	Axe	t̪aɾi	t̪aɾi	t̪ a + ɾ/ɹ i	t̪ a + ɾ/ɹ i	
1828	Yolmo	Rope	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	t̪ʰ a.k + p a	1374
1829	Yolmo	Thread	kupa	kupa	k u + p a	k u + p a	
1830	Yolmo	Needle	kʰap	kʰap	kʰ a p	kʰ a.p	1348
1831	Yolmo	Cloth	kəptɕja	kəptɕja	k ə p + tɕ j a	k ə.p + tɕ.j a	
1832	Yolmo	Ring	sit̪ub	sit̪ub	s i + t̪ u b	s i + t̪ u.b	
1833	Yolmo	Sun	ɲima	ɲima	ɲ i + m a	ɲ i + m a	1418
1834	Yolmo	Moon	nd̪awa	nd̪awa	ⁿd/d̪ a + w a	ⁿd/d̪ a + w a	1327
1835	Yolmo	Sky	n̪əm	n̪əm	!n̪/n ə m	!n̪/n ə.m	1392
1836	Yolmo	Star	kəɾma	kəɾma	k ə/a ɾ/ɹ + m a	k ə/a.ɾ/ɹ + m a	1410
1837	Yolmo	Rain	n̪əm	n̪əm	n ə m	n ə.m	
1838	Yolmo	Rain	n̪əmɡjabzin̪	n̪əmɡjabzin̪	n ə m + g j a b + z i n	n ə.m + g.j a.b + z i.n	
1839	Yolmo	Water	tɕʰu	tɕʰu	tɕʰj/tɕʰ u	tɕʰj/tɕʰ u	1458
1840	Yolmo	River	tsəŋbu	tsəŋbu	ts ə ŋ + b u	ts ə.ŋ + b u	1368
1841	Yolmo	Cloud	mukpa	mukpa	m u k + p a	m u.k + p a	176
1842	Yolmo	Lightening	tsiləm	tsiləm	ts i + l ə m	ts i + l ə.m	
1843	Yolmo	Rainbow	za	za	z a	z a	1358
1844	Yolmo	Wind	hlawa	hlawa	h l a + w a	h.l a + w a	1486
1845	Yolmo	Stone	t̪o	t̪o	t̪ o	t̪ o	1416
1846	Yolmo	Path	lam	lam	l a m	l a.m	
1847	Yolmo	Sand	pema	pema	p e + m a	p e + m a	1382
1848	Yolmo	Fire	me	me	m e	m e	1251
1849	Yolmo	Smoke	t̪ipa	t̪ipa	t̪ i + p a	t̪ i + p a	
1850	Yolmo	Ash	t̪ʰala	t̪ʰala	t̪ʰ a + l a	t̪ʰ a + l a	
1851	Yolmo	Mud	sasa	sasa	s a + s a	s a + s a	534
1852	Yolmo	Dust	t̪ʰalbi	t̪ʰalbi	t̪ʰ a + l !Ø/a + b i	t̪ʰ a + l !Ø/a + b i	1237
1853	Yolmo	Gold	sir	sir	s i r	s i.r	
1854	Yolmo	Tree	t̪uŋbu	t̪uŋbu	t̪ u ŋ + b u	t̪ u.ŋ + b u	1039
1855	Yolmo	Leaf	loma	loma	l o + m a	l o + m a	1315
1856	Yolmo	Root	tsaɾki	tsaɾki	ts a ɾ/ɹ + k i	ts a.ɾ/ɹ + k i	1371
1857	Yolmo	Thorn	tsʰeɹma	tsʰeɹma	tsʰ e ɹ + m a	tsʰ e.ɹ + m a	
1858	Yolmo	Flower	mend̪o	mend̪o	m e + ⁿd̪/d̪ o	m e + ⁿd̪/d̪ o	1257
1859	Yolmo	Fruit	pʰəlbul	pʰəlbul	pʰ ə l + b u l	pʰ ə.l + b u.l	310
1860	Yolmo	Mango	ãm	ãm	ã m	ã.m	
1861	Yolmo	Banana	keɾa	keɾa	k e + ɾ/ɹ a	k e + ɾ/ɹ a	
1862	Yolmo	Wheat (husked)	ne	ne	n e	n e	1092
1863	Yolmo	Barley	dzəu	dzəu	!dz/ts əu	!dz/ts əu	1190
1864	Yolmo	Rice (husked)	mbɹe	mbɹe	ⁿb/b ɹ e	ⁿb/b.ɹ e	
1865	Yolmo	Potato	he	he	h e	h e	
1866	Yolmo	Eggplant	bãⁿda	bãⁿda	b ã + !ⁿd/d̪ a	b ã + !ⁿd/d̪ a	
1867	Yolmo	Groundnut	bəd̪əm	bəd̪əm	b ə + d̪ ə m	b ə + d̪ ə.m	
1868	Yolmo	Chilli	mətsa	mətsa	m ə + ts a	m ə + ts a	
1869	Yolmo	Turmeric	juŋa	juŋa	j u + ŋ a	j u + ŋ a	
1870	Yolmo	Garlic	kɔkpa	kɔkpa	k ɔ k + p a	k ɔ.k + p a	
1871	Yolmo	Onion	pjats	pjats	p j a ts	p.j a.ts	
1872	Yolmo	Cauliflower	pʰulɡobi	pʰulɡobi	pʰ u l + g o + b i	pʰ u.l + g o + b i	
1873	Yolmo	Tomato	ɡolbenda	ɡolbenda	g o l + b e n + d̪ a	g o.l + b e.n + d̪ a	
1874	Yolmo	Cabbage	bənd̪aɡobi	bənd̪aɡobi	b ə n + d̪ a + g o + b i	b ə.n + d̪ a + g o + b i	
1875	Yolmo	Oil	n̪um	n̪um	!n̪/n u m	!n̪/n u.m	
1876	Yolmo	Salt	tsʰa	tsʰa	tsʰ a	tsʰ a	1380
1877	Yolmo	Meat	ɕja	ɕja	ɕ j a	ɕ.j a	1325
1878	Yolmo	Fat (of meat)	tsʰilu	tsʰilu	tsʰ i + l u	tsʰ i + l u	
1879	Yolmo	Fish	ɲa	ɲa	ɲ a	ɲ a	1255
1880	Yolmo	Chicken	tɕjamubiɹu	tɕjamubiɹu	tɕj/tɕ a + m u + b i + ɹ u	tɕj/tɕ a + m u + b i + ɹ u	
1881	Yolmo	Egg	koŋa	koŋa	k o + ŋ a	k o + ŋ a	1242
1882	Yolmo	Cow	palaŋ	palaŋ	p a + l a ŋ	p a + l a.ŋ	
1883	Yolmo	Buffalo	məji	məji	m ə + j i	m ə + j i	
1884	Yolmo	Milk	woma	woma	w o + m a	w o + m a	
1885	Yolmo	Horns	ɹowa	ɹowa	ɹ o + w a	ɹ o + w a	1292
1886	Yolmo	Tail	ŋama	ŋama	ŋ a + m a	ŋ a + m a	1419
1887	Yolmo	Goat	ra	ra	!r/ɹ a	!r/ɹ a	1269
1888	Yolmo	Dog	kʰi	kʰi	kʰ i	kʰ i	1231
1889	Yolmo	Snake	pɹul	pɹul	p ɹ u l	p.ɹ u.l	1401
1890	Yolmo	Monkey	pɹeken	pɹeken	p ɹ e + k e n	p.ɹ e + k e.n	
1891	Yolmo	Mosquito	mətɕʰəɹ	mətɕʰəɹ	m ə + tɕʰ ə ɹ	m ə + tɕʰ ə.ɹ	528
1892	Yolmo	Ant	tomaŋ	tomaŋ	t̪ !Ø/ɹ o + m a ŋ	t̪.!Ø/ɹ o + m a.ŋ	1183
1893	Yolmo	Spider	ɕwabu	ɕwabu	ɕ w a + b u	ɕ.w a + b u	58
1894	Yolmo	Name	min	min	m i n	m i.n	1344
1895	Yolmo	Man	mi	mi	m i	m i	
1896	Yolmo	Woman	pimi	pimi	p i + m i	p i + m i	1121
1897	Yolmo	Child	pedza	pedza	p e + dz a	p e + dz a	
1898	Yolmo	Father	aba	aba	a + b a	a + b a	1249
1899	Yolmo	Mother	ãmã	ãmã	!ã/a + m !ã/a	!ã/a + m !ã/a	1338
1900	Yolmo	Older brother	ad̪a	ad̪a	a + d̪ a	a + d̪ a	
1901	Yolmo	Younger brother	n̪o	n̪o	!n̪/n o	!n̪/n o	
1902	Yolmo	Older sister	adʑi	adʑi	a + dʑ i	a + dʑ i	
1903	Yolmo	Younger sister	n̪omo	n̪omo	!n̪/n o + m o	!n̪/n o + m o	
1904	Yolmo	Son	pu	pu	p u	p u	1403
1905	Yolmo	Daughter	pomo	pomo	p o/u + m o	p o/u + m o	1227
1906	Yolmo	Husband	kʰjowa	kʰjowa	kʰ j o + w a	kʰ.j o + w a	413
1907	Yolmo	Wife	pimi	pimi	p i + m i	p i + m i	1121
1908	Yolmo	Boy	ɕjaɹa	ɕjaɹa	ɕj/ɕ a !Ø/ɹ + ɹ a	ɕj/ɕ a.!Ø/ɹ + ɹ a	
1909	Yolmo	Girl	ɕjaɹma	ɕjaɹma	ɕj/ɕ a ɹ + m a	ɕj/ɕ a.ɹ + m a	
1910	Yolmo	Day	ɲima	ɲima	ɲ i + m a	ɲ i + m a	
1911	Yolmo	Night	kuŋmu	kuŋmu	k u ŋ + m u	k u.ŋ + m u	
1912	Yolmo	Morning	ɕjole	ɕjole	ɕ j o + l e	ɕ.j o + l e	1330
1913	Yolmo	Noon	ɲimapʰe	ɲimapʰe	ɲ i + m a + pʰ e	ɲ i + m a + pʰ e	
1914	Yolmo	Evening	kuŋse	kuŋse	k u ŋ + s e	k u.ŋ + s e	
1915	Yolmo	Yesterday	nd̪aŋ	nd̪aŋ	ⁿd/d̪ a ŋ	ⁿd/d̪ a.ŋ	1151
1916	Yolmo	Today	t̪iɹiŋ	t̪iɹiŋ	t̪ i + ɹ i ŋ	t̪ i + ɹ i.ŋ	1438
1917	Yolmo	Tomorrow	n̪aŋbaɹ	n̪aŋbaɹ	n a ŋ + b a ɹ	n a.ŋ + b a.ɹ	1442
1918	Yolmo	Week	ɲimat̪in	ɲimat̪in	ɲ i + m a + t̪ i n	ɲ i + m a + t̪ i.n	
1919	Yolmo	Month	nd̪owa	nd̪owa	ⁿd/d̪ !o/a + w a	ⁿd/d̪ !o/a + w a	
1920	Yolmo	Year	lo	lo	l o	l o	1494
1921	Yolmo	Old	ɲiŋba	ɲiŋba	ɲ i ŋ + b a	ɲ i.ŋ + b a	
1922	Yolmo	New	samba	samba	s a + ⁿb/b a	s a + ⁿb/b a	1349
1923	Yolmo	Good	jabu	jabu	j a + b u	j a + b u	1272
1924	Yolmo	Bad	tsokpa	tsokpa	ts o k + p a	ts o.k + p a	116
1925	Yolmo	Wet	taŋmu	taŋmu	t̪ a ŋ + m u	t̪ a.ŋ + m u	179
1926	Yolmo	Dry	kambu	kambu	k a m + b u	k a.m + b u	1234
1927	Yolmo	Long	ɹiŋbu	ɹiŋbu	ɹ i ŋ + b u	ɹ i.ŋ + b u	1321
1928	Yolmo	Short	t̪ʰemu	t̪ʰemu	t̪ʰ e + m u	t̪ʰ e + m u	1386
1929	Yolmo	Hot	tomu	tomu	t̪ o + m u	t̪ o + m u	398
1930	Yolmo	Cold	taŋmu	taŋmu	t̪ a ŋ + m u	t̪ a.ŋ + m u	179
1931	Yolmo	Right	joba	joba	j o + b a	j o + b a	1365
1932	Yolmo	Left	joma	joma	j o + m a	j o + m a	1317
1933	Yolmo	Near	poɰla	poɰla	p o ɰ + l a	p o.ɰ + l a	545
1934	Yolmo	Far	t̪ʰaɹiŋbu	t̪ʰaɹiŋbu	t̪ʰ a + ɹ i ŋ + b u	t̪ʰ a + ɹ i.ŋ + b u	1247
1935	Yolmo	Big	tɕʰjimbu	tɕʰjimbu	tɕʰj/tɕʰ i + ⁿb/b u	tɕʰj/tɕʰ i + ⁿb/b u	1195
1936	Yolmo	Small	tsemu	tsemu	ts e + m u	ts e + m u	13
1937	Yolmo	Heavy	tɕjand̪i	tɕjand̪i	tɕj/tɕ a + ⁿd̪/d̪ i	tɕj/tɕ a + ⁿd̪/d̪ i	1290
1938	Yolmo	Light	jaŋd̪i	jaŋd̪i	j a ŋ + d̪ i	j a.ŋ + d̪ i	1319
1939	Yolmo	Above	t̪ʰola	t̪ʰola	t̪ʰ o + l a	t̪ʰ o + l a	1
1940	Yolmo	Below	t̪iŋla	t̪iŋla	t̪ i ŋ + l a	t̪ i.ŋ + l a	
1941	Yolmo	White	kaɾpu	kaɾpu	k a ɾ/ɹ + p u	k a.ɾ/ɹ + p u	1472
1942	Yolmo	Black	n̪akpu	n̪akpu	!n̪/n a k + p u	!n̪/n a.k + p u	1203
1943	Yolmo	Red	maɹmu	maɹmu	m a ɹ + m u	m a.ɹ + m u	1360
1944	Yolmo	One	tɕi	tɕi	tɕ i	tɕ i	1464
1945	Yolmo	Two	ɲi	ɲi	ɲ i	ɲ i	1452
1946	Yolmo	Three	sum	sum	s u m	s u.m	1433
1947	Yolmo	Four	ʑi	ʑi	ʑ i	ʑ i	1262
1948	Yolmo	Five	ŋa	ŋa	ŋ a	ŋ a	1310
1949	Yolmo	Six	tu	tu	t̪ u	t̪ u	1388
1950	Yolmo	Seven	t̪in	t̪in	t̪ i n	t̪ i.n	1384
1951	Yolmo	Eight	ke	ke	k e	k e	1245
1952	Yolmo	Nine	ku	ku	k u	k u	1351
1953	Yolmo	Ten	tɕju	tɕju	tɕj/tɕ u	tɕj/tɕ u	1422
1954	Yolmo	Eleven	tɕjuʑi	tɕjuʑi	tɕj/tɕ u + ʑ/tɕ i	tɕj/tɕ u + ʑ/tɕ i	
1955	Yolmo	Twelve	tɕiɲi	tɕiɲi	tɕ i + ɲ i	tɕ i + ɲ i	
1956	Yolmo	Twenty	ɲiɕju	ɲiɕju	ɲ i + ɕ/tɕ u	ɲ i + ɕ/tɕ u	1451
1957	Yolmo	Twenty	kʰaldʑi	kʰaldʑi	kʰ a l + dʑ/tɕ i	kʰ a.l + dʑ/tɕ i	1051
1958	Yolmo	One Hundred	kjatɕi	kjatɕi	k j a + tɕ i	k.j a + tɕ i	1303
1959	Yolmo	Who	su	su	s u	s u	1474
1960	Yolmo	What	tɕi	tɕi	tɕ i	tɕ i	1464
1961	Yolmo	Where	ka	ka	k a	k a	1470
1962	Yolmo	When	n̪am	n̪am	!n̪/n a m	!n̪/n a.m	
1963	Yolmo	How many	kadze	kadze	k a + dz e	k a + dz e	
1964	Yolmo	Which	kãd̪i	kãd̪i	k ã + d̪ i	k ã + d̪ i	
1965	Yolmo	This	nd̪i	nd̪i	ⁿd/d̪ i	ⁿd/d̪ i	1428
1966	Yolmo	That	pʰarŋe	pʰarŋe	pʰ a r + ŋ e	pʰ a.r + ŋ e	791
1967	Yolmo	These	nd̪ikja	nd̪ikja	ⁿd/d̪ i + k j a	ⁿd/d̪ i + k.j a	
1968	Yolmo	Those	t̪apʰarŋed̪i	t̪apʰarŋed̪i	t̪ a + pʰ a r + ŋ e + d̪ i	t̪ a + pʰ a.r + ŋ e + d̪ i	
1969	Yolmo	Same	andaɾaŋ	andaɾaŋ	a n + !d/t̪ a + ɾ/ɹ a ŋ	a.n + !d/t̪ a + ɾ/ɹ a.ŋ	
1970	Yolmo	Different	alak	alak	a + l a k	a + l a.k	
1971	Yolmo	Whole	t̪eptse	t̪eptse	t̪ e p + ts e	t̪ e.p + ts e	
1972	Yolmo	Broken	tɕʰjakjo	tɕʰjakjo	tɕʰj/tɕʰ a k + j o	tɕʰj/tɕʰ a.k + j o	
1973	Yolmo	Few	sipi	sipi	s i + p i	s i + p i	
1974	Yolmo	Few	ɲemu	ɲemu	ɲ e + m u	ɲ e + m u	
1975	Yolmo	Many	maŋbu	maŋbu	m a ŋ + b u	m a.ŋ + b u	1323
1976	Yolmo	All	ndzamaɹaŋ	ndzamaɹaŋ	ⁿdz/dz a + m a + ɹ a ŋ	ⁿdz/dz a + m a + ɹ a.ŋ	1177
1977	Yolmo	To eat	so	so	s o	s o	1240
1978	Yolmo	To bite	muɹd̪uŋ	muɹd̪uŋ	m u ɹ + d̪ u ŋ	m u.ɹ + d̪ u.ŋ	1202
1979	Yolmo	To be hungry	tepat̪od̪e	tepat̪od̪e	t̪ e + p a + t̪ o + d̪ e	t̪ e + p a + t̪ o + d̪ e	
